interview_id,candidate_id,stage,stage_date,status,outcome,feedback_score,interviewer
2277,1738,Application,2023-01-23,In Progress,Advancing to next stage,,
2278,1738,Phone Screen,2023-01-23,Rejected,Did not meet requirements,,
2279,1739,Application,2024-02-26,Rejected,Other,,
2280,1740,Application,2024-05-12,In Progress,Advancing to next stage,,
2281,1740,Phone Screen,2024-05-20,Rejected,Communication issues,2.0,Krista White
2282,1741,Application,2024-03-31,Rejected,Other,,
2283,1742,Application,2023-11-10,In Progress,Advancing to next stage,,
2284,1742,Phone Screen,2023-11-17,Rejected,Insufficient experience,3.0,Tyler Garcia
2285,1743,Application,2024-05-10,In Progress,Advancing to next stage,,
2286,1743,Phone Screen,2024-05-10,Rejected,Did not meet requirements,,
2287,1744,Application,2023-06-01,Rejected,Other,,
2288,1745,Application,2023-06-20,Rejected,Other,,
2289,1746,Application,2023-10-20,Rejected,Other,,
2290,1747,Application,2023-06-15,In Progress,Advancing to next stage,,
2291,1747,Phone Screen,2023-06-15,Rejected,Did not meet requirements,,
2292,1748,Application,2023-11-21,Rejected,Other,,
2293,1749,Application,2023-09-24,Rejected,Other,,
2294,1750,Application,2023-02-05,In Progress,Advancing to next stage,,
2295,1750,Phone Screen,2023-02-05,Rejected,Did not meet requirements,,
2296,1751,Application,2024-01-17,Rejected,Other,,
2297,1752,Application,2023-11-05,In Progress,Advancing to next stage,,
2298,1752,Phone Screen,2023-11-05,Rejected,Did not meet requirements,,
2299,1753,Application,2024-05-26,In Progress,Advancing to next stage,,
2300,1753,Phone Screen,2024-05-26,Rejected,Did not meet requirements,,
2301,1754,Application,2023-06-09,Rejected,Other,,
2302,1755,Application,2023-10-30,In Progress,Advancing to next stage,,
2303,1755,Phone Screen,2023-11-04,In Progress,Advancing to next stage,4.0,Molly Jackson
2304,1755,Technical Assessment,2023-11-06,In Progress,Advancing to next stage,,
2305,1755,First Interview,2023-11-13,In Progress,Advancing to next stage,4.0,Thomas Floyd
2306,1755,Final Interview,2023-11-24,In Progress,Advancing to next stage,5.0,Susan Sharp
2307,1755,Reference Check,2023-11-27,In Progress,Advancing to next stage,,
2308,1755,Offer Extended,2023-11-27,Rejected,Did not meet requirements,,
2309,1756,Application,2024-03-28,In Progress,Advancing to next stage,,
2310,1756,Phone Screen,2024-03-28,Rejected,Did not meet requirements,,
2311,1757,Application,2023-02-11,In Progress,Advancing to next stage,,
2312,1757,Phone Screen,2023-02-11,Rejected,Did not meet requirements,,
2313,1758,Application,2023-11-12,Rejected,Other,,
2314,1759,Application,2024-04-01,In Progress,Advancing to next stage,,
2315,1759,Phone Screen,2024-04-05,Rejected,Not a culture fit,1.0,Krystal Hamilton
2316,1761,Application,2024-06-23,Rejected,Other,,
2317,1762,Application,2023-01-24,In Progress,Advancing to next stage,,
2318,1762,Phone Screen,2023-01-24,Rejected,Did not meet requirements,,
2319,1763,Application,2023-03-31,In Progress,Advancing to next stage,,
2320,1763,Phone Screen,2023-03-31,Rejected,Did not meet requirements,,
2321,1764,Application,2024-05-17,Rejected,Other,,
2322,1765,Application,2024-01-05,In Progress,Advancing to next stage,,
2323,1765,Phone Screen,2024-01-13,Rejected,Insufficient experience,2.0,Kathy Lewis
2324,1766,Application,2024-01-14,Rejected,Other,,
2325,1767,Application,2023-10-19,In Progress,Advancing to next stage,,
2326,1767,Phone Screen,2023-10-23,In Progress,Advancing to next stage,5.0,Joshua Miller
2327,1767,Technical Assessment,2023-10-26,In Progress,Advancing to next stage,,
2328,1767,First Interview,2023-10-26,Rejected,Did not meet requirements,,
2329,1768,Application,2024-04-01,Rejected,Other,,
2330,1769,Application,2024-03-30,Rejected,Other,,
2331,1770,Application,2023-06-17,Rejected,Other,,
2332,1771,Application,2023-03-30,Rejected,Other,,
2333,1772,Application,2024-05-01,Rejected,Other,,
2334,1773,Application,2024-01-20,Rejected,Other,,
2335,1774,Application,2023-10-07,Rejected,Other,,
2336,1775,Application,2024-04-18,Rejected,Other,,
2337,1776,Application,2023-07-10,Rejected,Other,,
2338,1777,Application,2023-02-13,Rejected,Other,,
2339,1778,Application,2024-05-20,Rejected,Other,,
2340,1779,Application,2023-01-28,Rejected,Other,,
2341,1780,Application,2023-11-04,Rejected,Other,,
2342,1781,Application,2024-03-03,In Progress,Advancing to next stage,,
2343,1781,Phone Screen,2024-03-10,In Progress,Advancing to next stage,3.0,Emily Brady
2344,1781,Technical Assessment,2024-03-15,In Progress,Advancing to next stage,,
2345,1781,First Interview,2024-03-23,In Progress,Advancing to next stage,5.0,Julie Padilla
2346,1781,Final Interview,2024-04-04,In Progress,Advancing to next stage,4.0,Justin Williams
2347,1781,Reference Check,2024-04-07,Rejected,Poor references,,
2348,1784,Application,2024-01-06,In Progress,Advancing to next stage,,
2349,1784,Phone Screen,2024-01-09,Rejected,Not a culture fit,3.0,Willie Morgan
2350,1785,Application,2024-03-22,In Progress,Advancing to next stage,,
2351,1785,Phone Screen,2024-03-22,Rejected,Did not meet requirements,,
2352,1786,Application,2024-01-18,Rejected,Other,,
2353,1788,Application,2023-05-30,Rejected,Other,,
2354,1789,Application,2024-01-01,Rejected,Other,,
2355,1790,Application,2024-01-05,In Progress,Advancing to next stage,,
2356,1790,Phone Screen,2024-01-05,Rejected,Did not meet requirements,,
2357,1791,Application,2023-10-24,Rejected,Other,,
2358,1792,Application,2024-06-10,In Progress,Advancing to next stage,,
2359,1792,Phone Screen,2024-06-17,In Progress,Advancing to next stage,3.0,Joseph Stokes
2360,1792,Technical Assessment,2024-06-22,In Progress,Advancing to next stage,,
2361,1792,First Interview,2024-06-22,Rejected,Did not meet requirements,,
2362,1794,Application,2023-11-05,Rejected,Other,,
2363,1795,Application,2023-12-27,Rejected,Other,,
2364,1796,Application,2024-06-14,In Progress,Advancing to next stage,,
2365,1796,Phone Screen,2024-06-17,In Progress,Advancing to next stage,4.0,Cindy Kelley
2366,1796,Technical Assessment,2024-06-17,Rejected,Did not meet requirements,,
2367,1798,Application,2023-08-12,Rejected,Other,,
2368,1799,Application,2023-07-12,Rejected,Other,,
2369,1800,Application,2024-06-28,In Progress,Advancing to next stage,,
2370,1800,Phone Screen,2024-06-28,Rejected,Did not meet requirements,,
2371,1801,Application,2024-04-16,Rejected,Other,,
2372,1802,Application,2023-01-18,In Progress,Advancing to next stage,,
2373,1802,Phone Screen,2023-01-18,Rejected,Did not meet requirements,,
2374,1803,Application,2024-01-07,Rejected,Other,,
2375,1804,Application,2023-06-26,In Progress,Advancing to next stage,,
2376,1804,Phone Screen,2023-06-26,Rejected,Did not meet requirements,,
2377,1806,Application,2023-11-11,Rejected,Other,,
2378,1807,Application,2023-03-22,Rejected,Other,,
2379,1808,Application,2023-01-20,Rejected,Other,,
2380,1809,Application,2023-07-21,Rejected,Other,,
2381,1810,Application,2024-06-09,In Progress,Advancing to next stage,,
2382,1810,Phone Screen,2024-06-19,In Progress,Advancing to next stage,3.0,Tommy Romero
2383,1810,Technical Assessment,2024-06-19,Rejected,Did not meet requirements,,
2384,1811,Application,2023-05-02,Rejected,Other,,
2385,1812,Application,2023-11-05,In Progress,Advancing to next stage,,
2386,1812,Phone Screen,2023-11-05,Rejected,Did not meet requirements,,
2387,1813,Application,2023-07-30,In Progress,Advancing to next stage,,
2388,1813,Phone Screen,2023-08-09,In Progress,Advancing to next stage,3.0,Stephanie Lara
2389,1813,Technical Assessment,2023-08-11,Rejected,Below threshold score,,
2390,1814,Application,2023-12-26,Rejected,Other,,
2391,1816,Application,2023-06-14,In Progress,Advancing to next stage,,
2392,1816,Phone Screen,2023-06-14,Rejected,Did not meet requirements,,
2393,1817,Application,2024-06-01,Rejected,Other,,
2394,1819,Application,2023-10-16,Rejected,Other,,
2395,1820,Application,2023-04-12,In Progress,Advancing to next stage,,
2396,1820,Phone Screen,2023-04-12,Rejected,Did not meet requirements,,
2397,1821,Application,2024-05-01,Rejected,Other,,
2398,1824,Application,2024-02-22,Rejected,Other,,
2399,1825,Application,2024-04-22,In Progress,Advancing to next stage,,
2400,1825,Phone Screen,2024-04-22,Rejected,Did not meet requirements,,
2401,1826,Application,2024-05-22,In Progress,Advancing to next stage,,
2402,1826,Phone Screen,2024-05-22,Rejected,Did not meet requirements,,
2403,1827,Application,2023-03-26,In Progress,Advancing to next stage,,
2404,1827,Phone Screen,2023-03-26,Rejected,Did not meet requirements,,
2405,1828,Application,2024-01-30,In Progress,Advancing to next stage,,
2406,1828,Phone Screen,2024-01-30,Rejected,Did not meet requirements,,
2407,1829,Application,2023-11-16,Rejected,Other,,
2408,1830,Application,2024-02-22,Rejected,Other,,
2409,1831,Application,2023-03-13,Rejected,Other,,
2410,1832,Application,2023-01-14,In Progress,Advancing to next stage,,
2411,1832,Phone Screen,2023-01-21,In Progress,Advancing to next stage,5.0,Tyrone Collins
2412,1832,Technical Assessment,2023-01-21,Rejected,Did not meet requirements,,
2413,1833,Application,2024-03-24,Rejected,Other,,
2414,1834,Application,2023-05-27,Rejected,Other,,
2415,1835,Application,2023-04-15,Rejected,Other,,
2416,1836,Application,2023-07-23,In Progress,Advancing to next stage,,
2417,1836,Phone Screen,2023-08-02,Rejected,Communication issues,2.0,Brendan Palmer
2418,1837,Application,2023-05-06,In Progress,Advancing to next stage,,
2419,1837,Phone Screen,2023-05-06,Rejected,Did not meet requirements,,
2420,1839,Application,2024-02-14,Rejected,Other,,
2421,1840,Application,2024-02-19,In Progress,Advancing to next stage,,
2422,1840,Phone Screen,2024-02-19,Rejected,Did not meet requirements,,
2423,1842,Application,2023-09-14,Rejected,Other,,
2424,1843,Application,2023-05-18,In Progress,Advancing to next stage,,
2425,1843,Phone Screen,2023-05-18,Rejected,Did not meet requirements,,
2426,1844,Application,2023-03-11,Rejected,Other,,
2427,1845,Application,2024-01-27,Rejected,Other,,
2428,1846,Application,2023-11-07,In Progress,Advancing to next stage,,
2429,1846,Phone Screen,2023-11-07,Rejected,Did not meet requirements,,
2430,1847,Application,2023-03-20,Rejected,Other,,
2431,1848,Application,2023-07-26,Rejected,Other,,
2432,1849,Application,2024-05-31,Rejected,Other,,
2433,1850,Application,2023-01-19,In Progress,Advancing to next stage,,
2434,1850,Phone Screen,2023-01-28,In Progress,Advancing to next stage,5.0,Paul Martin
2435,1850,Technical Assessment,2023-02-02,In Progress,Advancing to next stage,,
2436,1850,First Interview,2023-02-06,Rejected,Insufficient technical skills,1.0,Juan Gilbert
2437,1853,Application,2023-07-01,Rejected,Other,,
2438,1854,Application,2024-05-18,In Progress,Advancing to next stage,,
2439,1854,Phone Screen,2024-05-18,Rejected,Did not meet requirements,,
2440,1855,Application,2024-02-03,Rejected,Other,,
2441,1856,Application,2024-04-26,In Progress,Advancing to next stage,,
2442,1856,Phone Screen,2024-05-03,Rejected,Insufficient experience,2.0,Lori Roberson
2443,1857,Application,2024-06-02,Rejected,Other,,
2444,1858,Application,2024-05-21,Rejected,Other,,
2445,1859,Application,2023-10-19,Rejected,Other,,
2446,1860,Application,2023-02-16,In Progress,Advancing to next stage,,
2447,1860,Phone Screen,2023-02-16,Rejected,Did not meet requirements,,
2448,1861,Application,2023-01-28,Rejected,Other,,
2449,1862,Application,2024-03-14,In Progress,Advancing to next stage,,
2450,1862,Phone Screen,2024-03-14,Rejected,Did not meet requirements,,
2451,1863,Application,2023-12-26,Rejected,Other,,
2452,1864,Application,2023-08-29,In Progress,Advancing to next stage,,
2453,1864,Phone Screen,2023-09-02,In Progress,Advancing to next stage,5.0,Matthew Moore
2454,1864,Technical Assessment,2023-09-03,In Progress,Advancing to next stage,,
2455,1864,First Interview,2023-09-05,In Progress,Advancing to next stage,4.0,Donald Freeman
2456,1864,Final Interview,2023-09-10,In Progress,Advancing to next stage,5.0,Daniel Anderson
2457,1864,Reference Check,2023-09-14,Rejected,Poor references,,
2458,1866,Application,2023-06-23,In Progress,Advancing to next stage,,
2459,1866,Phone Screen,2023-06-29,In Progress,Advancing to next stage,5.0,Kelly Rodriguez
2460,1866,Technical Assessment,2023-07-04,In Progress,Advancing to next stage,,
2461,1866,First Interview,2023-07-11,Rejected,Poor communication,1.0,Troy Ward
2462,1867,Application,2023-02-08,In Progress,Advancing to next stage,,
2463,1867,Phone Screen,2023-02-08,Rejected,Did not meet requirements,,
2464,1868,Application,2024-06-11,In Progress,Advancing to next stage,,
2465,1868,Phone Screen,2024-06-20,In Progress,Advancing to next stage,5.0,Christina Smith
2466,1868,Technical Assessment,2024-06-23,Rejected,Did not attend,,
2467,1870,Application,2024-01-22,In Progress,Advancing to next stage,,
2468,1870,Phone Screen,2024-01-28,Rejected,Salary expectations too high,2.0,Mark Smith
2469,1872,Application,2023-12-11,Rejected,Other,,
2470,1873,Application,2023-06-20,Rejected,Other,,
2471,1874,Application,2024-03-22,In Progress,Advancing to next stage,,
2472,1874,Phone Screen,2024-03-22,Rejected,Did not meet requirements,,
2473,1875,Application,2023-08-08,In Progress,Advancing to next stage,,
2474,1875,Phone Screen,2023-08-08,Rejected,Did not meet requirements,,
2475,1876,Application,2023-11-01,In Progress,Advancing to next stage,,
2476,1876,Phone Screen,2023-11-11,In Progress,Advancing to next stage,5.0,Daniel Williams
2477,1876,Technical Assessment,2023-11-15,Rejected,Did not attend,,
2478,1877,Application,2023-04-05,Rejected,Other,,
2479,1878,Application,2023-12-11,In Progress,Advancing to next stage,,
2480,1878,Phone Screen,2023-12-11,Rejected,Did not meet requirements,,
2481,1880,Application,2023-12-22,In Progress,Advancing to next stage,,
2482,1880,Phone Screen,2023-12-22,Rejected,Did not meet requirements,,
2483,1882,Application,2023-07-24,Rejected,Other,,
2484,1883,Application,2024-06-11,Rejected,Other,,
2485,1884,Application,2023-01-20,Rejected,Other,,
2486,1885,Application,2024-05-26,Rejected,Other,,
2487,1886,Application,2024-06-29,Rejected,Other,,
2488,1887,Application,2023-03-03,In Progress,Advancing to next stage,,
2489,1887,Phone Screen,2023-03-03,Rejected,Did not meet requirements,,
2490,1888,Application,2024-04-18,Rejected,Other,,
2491,1889,Application,2023-11-04,In Progress,Advancing to next stage,,
2492,1889,Phone Screen,2023-11-04,Rejected,Did not meet requirements,,
2493,1890,Application,2023-03-07,Rejected,Other,,
2494,1891,Application,2023-10-21,Rejected,Other,,
2495,1892,Application,2023-08-30,In Progress,Advancing to next stage,,
2496,1892,Phone Screen,2023-09-07,Rejected,Communication issues,1.0,Melissa Robinson
2497,1894,Application,2023-11-14,Rejected,Other,,
2498,1895,Application,2024-03-22,Rejected,Other,,
2499,1896,Application,2023-06-13,Rejected,Other,,
2500,1897,Application,2023-09-22,Rejected,Other,,
2501,1898,Application,2023-02-13,In Progress,Advancing to next stage,,
2502,1898,Phone Screen,2023-02-13,Rejected,Did not meet requirements,,
2503,1899,Application,2023-03-27,Rejected,Other,,
2504,1900,Application,2023-03-07,In Progress,Advancing to next stage,,
2505,1900,Phone Screen,2023-03-07,Rejected,Did not meet requirements,,
2506,1901,Application,2024-02-11,Rejected,Other,,
2507,1902,Application,2024-05-27,In Progress,Advancing to next stage,,
2508,1902,Phone Screen,2024-05-27,Rejected,Did not meet requirements,,
2509,1903,Application,2024-06-21,Rejected,Other,,
2510,1904,Application,2023-09-01,In Progress,Advancing to next stage,,
2511,1904,Phone Screen,2023-09-01,Rejected,Did not meet requirements,,
2512,1905,Application,2023-12-04,Rejected,Other,,
2513,1906,Application,2024-03-09,Rejected,Other,,
2514,1907,Application,2023-06-29,In Progress,Advancing to next stage,,
2515,1907,Phone Screen,2023-07-03,Rejected,Not a culture fit,1.0,Mitchell Jimenez
2516,1908,Application,2024-02-23,In Progress,Advancing to next stage,,
2517,1908,Phone Screen,2024-03-04,In Progress,Advancing to next stage,4.0,Bethany Liu
2518,1908,Technical Assessment,2024-03-06,In Progress,Advancing to next stage,,
2519,1908,First Interview,2024-03-06,Rejected,Did not meet requirements,,
2520,1909,Application,2024-05-17,In Progress,Advancing to next stage,,
2521,1909,Phone Screen,2024-05-17,Rejected,Did not meet requirements,,
2522,1911,Application,2023-09-10,In Progress,Advancing to next stage,,
